subject_id,session_id,timestamp_s,activity_label,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x_uT,mag_y_uT,mag_z_uT,euler_heading_deg,euler_roll_deg,euler_pitch_deg,quat_w,quat_x,quat_y,quat_z,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gravity_x_mps2,gravity_y_mps2,gravity_z_mps2,temperature_c
1,1,0.3900,SITTING,-1.4950753,0.4452534,9.5968914,-0.0114490,1.0954718,2.5310836,12.4827277,3.0018793,44.3214230,3.0000000,8.0000000,-0.1586387,0.9972187,0.0262097,0.0696964,-0.0032065,-0.1426514,-0.0222359,-0.0919047,-1.3648219,0.5082456,9.6979035,27.0133436
1,1,0.4000,SITTING,-1.2665844,0.2952249,9.6706905,0.9652619,-0.8311021,0.5555420,12.9018901,2.9933968,44.6733174,3.0000000,8.0000000,-0.1580878,0.9972187,0.0262094,0.0696965,-0.0032018,0.0833740,-0.1521094,-0.0946141,-1.3648219,0.5082456,9.6979035,27.0124674
1,1,0.4100,SITTING,-1.4270135,0.5518915,9.7172132,0.8814903,-0.3804694,-0.2701884,12.0448327,3.0905562,44.2638133,3.0000000,8.0000000,-0.1575364,0.9972188,0.0262090,0.0696966,-0.0031970,-0.0642934,0.0403835,-0.0302092,-1.3648219,0.5082456,9.6979035,27.0417854
1,1,0.4200,SITTING,-1.4342100,0.6269910,9.7447467,0.9559228,0.7737683,0.8235319,13.4833542,2.9169537,44.3567665,3.0000000,8.0000000,-0.1569847,0.9972188,0.0262087,0.0696967,-0.0031922,-0.0976202,0.0584410,0.0256383,-1.3648219,0.5082456,9.6979035,27.0183812
1,1,0.4300,SITTING,-1.4507910,0.4192769,9.7142165,1.6386935,-1.2746473,1.2688964,12.2442436,2.7634257,44.3683404,3.0000000,8.0000000,-0.1564327,0.9972188,0.0262084,0.0696969,-0.0031874,-0.0927475,-0.1221022,0.0380288,-1.3648219,0.5082456,9.6979035,26.9926982
1,1,0.4400,SITTING,-1.3296101,0.6495968,9.7403621,0.8703915,0.9413578,-0.0184505,13.3522111,3.2185816,43.6010459,3.0000000,8.0000000,-0.1558803,0.9972188,0.0262080,0.0696970,-0.0031825,0.0581937,0.0709535,0.0493239,-1.3648219,0.5082456,9.6979035,27.0319246
1,1,0.4500,SITTING,-1.3441744,0.3969763,9.9125767,0.2643484,0.2672636,0.8060860,12.3649175,2.7987203,44.2065449,3.0000000,8.0000000,-0.1553276,0.9972188,0.0262077,0.0696971,-0.0031777,0.0359686,-0.0362397,0.1462590,-1.3648219,0.5082456,9.6979035,27.0061052
1,1,0.4600,SITTING,-1.3322472,0.5773453,9.6462199,-0.3606274,-1.0792511,0.8645678,12.7269819,2.9560643,43.8329586,3.0000000,8.0000000,-0.1547745,0.9972188,0.0262073,0.0696972,-0.0031729,0.1007652,0.0836305,-0.0836572,-1.3648219,0.5082456,9.6979035,26.9792966
1,1,0.4700,SITTING,-1.3366980,0.6220422,9.7038927,0.1730029,0.3298974,1.2189556,13.0881335,2.2764005,44.2044666,3.0000000,8.0000000,-0.1542210,0.9972188,0.0262070,0.0696974,-0.0031681,0.0621584,0.0343183,0.0284002,-1.3648219,0.5082456,9.6979035,27.0619828
1,1,0.4800,SITTING,-1.2916731,0.4269970,9.7500937,1.7298471,0.2876172,1.7733485,13.3633431,2.8198843,44.0082595,3.0000000,8.0000000,-0.1536673,0.9972189,0.0262067,0.0696975,-0.0031633,0.0988096,-0.1137605,-0.0096381,-1.3648219,0.5082456,9.6979035,27.0492233
1,1,0.4900,SITTING,-1.4781786,0.4968087,9.8992516,0.5234622,1.5235907,0.5048616,12.4853313,3.0002700,43.9676605,3.0000000,8.0000000,-0.1531131,0.9972189,0.0262063,0.0696976,-0.0031585,0.0018345,-0.0515161,0.1545876,-1.3648219,0.5082456,9.6979035,27.0498812
1,1,0.5000,SITTING,-1.4145605,0.6091438,9.6564853,0.5127191,0.2744668,1.4994955,12.4970810,3.1725769,44.4519669,3.0000000,8.0000000,-0.1525587,0.9972189,0.0262060,0.0696977,-0.0031536,-0.0438224,0.0423682,-0.0286599,-1.3648219,0.5082456,9.6979035,27.0039365
1,1,0.5100,SITTING,-1.3600031,0.4423166,9.7446151,-0.0726033,1.0536984,1.2630192,12.3281961,2.9183198,43.8828469,3.0000000,8.0000000,-0.1520038,0.9972189,0.0262057,0.0696979,-0.0031488,0.0017762,-0.1122561,-0.0162730,-1.3648219,0.5082456,9.6979035,27.0124341
1,1,0.5200,SITTING,-1.4471047,0.5538383,9.6308762,0.0887486,-0.0851239,1.2050740,12.9353041,2.6232369,44.1564725,3.0000000,8.0000000,-0.1514487,0.9972189,0.0262053,0.0696980,-0.0031440,-0.0751464,0.0062594,-0.0502721,-1.3648219,0.5082456,9.6979035,27.0262527
1,1,0.5300,SITTING,-1.3826788,0.3447883,9.7307434,0.1665284,-0.4630867,0.4746309,11.9688851,2.9080825,43.5308611,3.0000000,8.0000000,-0.1508932,0.9972189,0.0262050,0.0696981,-0.0031391,-0.0824018,-0.1964470,0.0283606,-1.3648219,0.5082456,9.6979035,27.0620264
1,1,0.5400,SITTING,-1.2919593,0.4380680,9.7135649,0.7085380,-1.0476997,2.7533749,12.7119818,2.5531385,43.8175726,3.0000000,8.0000000,-0.1503373,0.9972190,0.0262046,0.0696983,-0.0031343,0.0746348,-0.1069653,0.0322288,-1.3648219,0.5082456,9.6979035,27.0502686
1,1,0.5500,SITTING,-1.3368418,0.6921254,9.9164269,0.1171942,-0.2227712,0.5910206,12.9803635,3.3840192,44.1204983,3.0000000,8.0000000,-0.1497812,0.9972190,0.0262043,0.0696984,-0.0031295,-0.0246254,0.1179362,0.1711775,-1.3648219,0.5082456,9.6979035,27.0207819
1,1,0.5600,SITTING,-1.3386441,0.4599681,9.5973564,1.2461897,1.4472608,-0.0448241,12.8578236,2.4488256,44.6815513,3.0000000,8.0000000,-0.1492246,0.9972190,0.0262040,0.0696985,-0.0031246,0.0773402,-0.0382026,-0.1177105,-1.3648219,0.5082456,9.6979035,27.0186044
1,1,0.5700,SITTING,-1.4091935,0.4642822,9.7130317,0.1585201,0.9968264,1.9057288,12.6352884,3.2731336,44.5650615,3.0000000,8.0000000,-0.1486678,0.9972190,0.0262036,0.0696986,-0.0031198,-0.0626719,-0.0352850,-0.0154439,-1.3648219,0.5082456,9.6979035,27.0151339
1,1,0.5800,SITTING,-1.2914316,0.5943880,9.7451180,1.2883582,0.0541193,0.3602386,13.1833847,2.3927585,44.2608679,3.0000000,8.0000000,-0.1481106,0.9972190,0.0262033,0.0696988,-0.0031149,0.0601098,0.0608658,0.0908105,-1.3648219,0.5082456,9.6979035,27.0179690
1,1,0.5900,SITTING,-1.5177838,0.3791014,9.7698401,1.2579052,-0.7119531,1.0458034,13.1751982,3.0647677,43.8466782,3.0000000,8.0000000,-0.1475531,0.9972190,0.0262030,0.0696989,-0.0031101,-0.0975478,-0.1041012,0.0361941,-1.3648219,0.5082456,9.6979035,26.9972248
1,1,0.6000,SITTING,-1.4663002,0.5399773,9.6480237,0.2918357,1.1196206,1.1387510,13.0634282,2.3661537,44.6966249,3.0000000,8.0000000,-0.1469952,0.9972190,0.0262026,0.0696990,-0.0031052,-0.0542089,0.0159553,-0.0421289,-1.3648219,0.5082456,9.6979035,26.9609119
1,1,0.6100,SITTING,-1.4868363,0.5077964,9.7998460,0.3181842,0.1661384,0.6420733,12.8225960,2.2391975,43.9823127,3.0000000,8.0000000,-0.1464371,0.9972191,0.0262023,0.0696991,-0.0031004,-0.0579155,-0.0242972,0.0764783,-1.3648219,0.5082456,9.6979035,27.0465498
1,1,0.6200,SITTING,-1.3412802,0.5610271,9.7288329,1.0169643,0.9299659,0.4383287,13.0733028,2.8892357,43.5070687,3.0000000,8.0000000,-0.1458785,0.9972191,0.0262019,0.0696993,-0.0030955,0.0357794,0.0144395,0.0669381,-1.3648219,0.5082456,9.6979035,27.0120710
1,1,0.6300,SITTING,-1.3420163,0.4512423,9.7815327,0.4103469,0.8248140,0.4937946,12.6555723,3.1915079,44.1248410,3.0000000,8.0000000,-0.1453197,0.9972191,0.0262016,0.0696994,-0.0030906,0.0552441,-0.1160671,0.0608595,-1.3648219,0.5082456,9.6979035,27.0326955
1,1,0.6400,SITTING,-1.4618841,0.5782028,9.7632457,0.1757245,0.1310995,1.4399346,12.6519000,2.6065306,43.9096306,3.0000000,8.0000000,-0.1447605,0.9972191,0.0262013,0.0696995,-0.0030858,-0.0761524,0.0521107,0.0859920,-1.3648219,0.5082456,9.6979035,27.0458196
1,1,0.6500,SITTING,-1.2586880,0.3950812,9.7491890,-1.5824131,-0.3256548,1.7715647,13.0541744,3.5429426,43.5896441,3.0000000,8.0000000,-0.1442010,0.9972191,0.0262009,0.0696997,-0.0030809,0.0991896,-0.1683442,0.0541548,-1.3648219,0.5082456,9.6979035,27.0869947
1,1,0.6600,SITTING,-1.3731784,0.4979502,9.6342750,0.5692049,1.8593947,2.5105703,12.1235168,3.3901048,44.2507931,3.0000000,8.0000000,-0.1436412,0.9972191,0.0262006,0.0696998,-0.0030760,-0.0201241,-0.0707264,0.0251606,-1.3648219,0.5082456,9.6979035,27.0609291
1,1,0.6700,SITTING,-1.5599966,0.5313167,9.6820954,0.5661483,-0.5236108,0.5481700,12.6309205,2.6141791,43.8811168,3.0000000,8.0000000,-0.1430811,0.9972192,0.0262002,0.0696999,-0.0030712,-0.1836078,0.0236176,-0.0145375,-1.3648219,0.5082456,9.6979035,27.0415711
1,1,0.6800,SITTING,-1.3343023,0.5166613,9.5695489,0.2998123,0.2165434,-0.6853098,13.0508291,2.9174310,44.3506493,3.0000000,8.0000000,-0.1425206,0.9972192,0.0261999,0.0697000,-0.0030663,0.0666042,-0.0018323,-0.1212205,-1.3648219,0.5082456,9.6979035,27.0129312
1,1,0.6900,SITTING,-1.3428614,0.6394189,9.7418530,0.9180654,0.6625208,1.3656835,12.9341690,3.2305081,44.3168798,3.0000000,8.0000000,-0.1419598,0.9972192,0.0261995,0.0697002,-0.0030614,-0.0176089,0.0705437,-0.0168353,-1.3648219,0.5082456,9.6979035,27.0512709
1,1,0.7000,SITTING,-1.2426112,0.5164640,9.5595161,-1.2486785,-0.8516498,1.4454380,12.6073434,2.7326975,44.2595312,3.0000000,8.0000000,-0.1413987,0.9972192,0.0261992,0.0697003,-0.0030565,0.0760728,-0.0004434,-0.1121509,-1.3648219,0.5082456,9.6979035,26.9979456
1,1,0.7100,SITTING,-1.3676319,0.4063564,9.7012505,0.0438588,1.5424330,1.7030588,13.3184629,3.1692439,44.5117585,3.0000000,8.0000000,-0.1408373,0.9972192,0.0261989,0.0697004,-0.0030516,-0.0117043,0.0425779,-0.0049730,-1.3648219,0.5082456,9.6979035,27.0192472
1,1,0.7200,SITTING,-1.3306041,0.4522188,9.8003135,1.0905579,1.8122337,0.2383531,12.2708661,2.7333839,44.4649704,3.0000000,8.0000000,-0.1402756,0.9972192,0.0261985,0.0697006,-0.0030467,0.0108806,-0.0505049,0.1108972,-1.3648219,0.5082456,9.6979035,27.0565469
1,1,0.7300,SITTING,-1.2888982,0.4522428,9.7907548,-0.1530623,-1.3025558,0.4841314,12.5976388,2.3713488,44.7265039,3.0000000,8.0000000,-0.1397135,0.9972192,0.0261982,0.0697007,-0.0030419,0.0919254,-0.0614200,0.0483062,-1.3648219,0.5082456,9.6979035,27.0584538
1,1,0.7400,SITTING,-1.4662932,0.4310216,9.5932356,1.2738882,0.3409050,1.4232604,12.4659113,2.8346990,43.8319903,3.0000000,8.0000000,-0.1391512,0.9972193,0.0261978,0.0697008,-0.0030370,-0.0404370,-0.0467649,-0.0749061,-1.3648219,0.5082456,9.6979035,27.0342908
1,1,0.7500,SITTING,-1.3048056,0.4952726,9.8107767,1.6111715,-0.1217830,1.0709559,12.7158699,2.8098286,43.8898456,3.0000000,8.0000000,-0.1385885,0.9972193,0.0261975,0.0697009,-0.0030321,0.0154909,-0.0299588,0.0505745,-1.3648219,0.5082456,9.6979035,27.0165960
1,1,0.7600,SITTING,-1.3705051,0.5105433,9.6620130,0.3309595,-0.7045304,-0.4638225,12.8072527,3.4323830,43.7752189,3.0000000,8.0000000,-0.1380255,0.9972193,0.0261972,0.0697011,-0.0030272,0.0135400,0.0126868,0.0145616,-1.3648219,0.5082456,9.6979035,27.0145581
1,1,0.7700,SITTING,-1.4473566,0.5132843,9.9390700,-0.0917960,0.5131277,0.1558723,13.2362524,2.6275091,44.3356947,3.0000000,8.0000000,-0.1374622,0.9972193,0.0261968,0.0697012,-0.0030223,-0.0059067,-0.0326276,0.2417747,-1.3648219,0.5082456,9.6979035,27.0632584
1,1,0.7800,SITTING,-1.2670597,0.4704445,9.5648396,0.8497655,0.7499959,0.8458073,13.2838804,2.6746823,44.7665541,3.0000000,8.0000000,-0.1368986,0.9972193,0.0261965,0.0697013,-0.0030174,0.1118114,-0.0498472,-0.1046426,-1.3648219,0.5082456,9.6979035,27.0448158
1,1,0.7900,SITTING,-1.3128184,0.5793789,9.7997914,-1.1485925,0.0289915,2.8523240,12.7403548,3.1355399,44.1313419,3.0000000,8.0000000,-0.1363347,0.9972193,0.0261961,0.0697015,-0.0030124,0.0465324,0.0323320,0.0892465,-1.3648219,0.5082456,9.6979035,27.1131185
1,1,0.8000,SITTING,-1.3920998,0.4196100,9.7839165,0.4803026,-0.8190159,-0.9722075,12.6483812,2.8015126,44.2008881,3.0000000,8.0000000,-0.1357704,0.9972193,0.0261958,0.0697016,-0.0030075,-0.0559005,-0.1007570,0.0770464,-1.3648219,0.5082456,9.6979035,27.0546023
1,1,0.8100,SITTING,-1.4938182,0.4922106,9.7117326,0.6033758,-1.0751764,1.2337826,12.9305987,2.9916988,44.5031069,3.0000000,8.0000000,-0.1352059,0.9972194,0.0261954,0.0697017,-0.0030026,-0.0888092,0.0195379,0.0592660,-1.3648219,0.5082456,9.6979035,27.0755241
1,1,0.8200,SITTING,-1.4797378,0.6224900,9.6761954,0.3144160,0.4393176,0.4071376,12.6445857,3.3130688,44.1149719,3.0000000,8.0000000,-0.1346411,0.9972194,0.0261951,0.0697018,-0.0029977,-0.0416651,0.0370293,-0.0753419,-1.3648219,0.5082456,9.6979035,26.9890388
1,1,0.8300,SITTING,-1.4479398,0.5083564,9.7563228,-0.3892869,0.7666628,0.9899334,13.1580961,3.0888606,44.4738279,3.0000000,8.0000000,-0.1340759,0.9972194,0.0261948,0.0697020,-0.0029928,-0.0177018,0.0269076,0.0864235,-1.3648219,0.5082456,9.6979035,27.0340864
1,1,0.8400,SITTING,-1.3437624,0.3834902,9.7441603,1.9409666,0.6113870,0.6535993,12.2589549,2.5196963,43.9869414,3.0000000,8.0000000,-0.1335105,0.9972194,0.0261944,0.0697021,-0.0029879,0.0294344,-0.1337501,0.0143290,-1.3648219,0.5082456,9.6979035,27.0318112
