subject,class,windows,ax_mean,ax_mean_std_between_windows,ay_mean,ay_mean_std_between_windows,az_mean,az_mean_std_between_windows,gx_mean,gx_mean_std_between_windows,gy_mean,gy_mean_std_between_windows,gz_mean,gz_mean_std_between_windows,acc_mag_mean,acc_mag_std,gyro_mag_mean,gyro_mag_std
4,SITTING,253,-2.7498741149902344,1.383387804031372,5.589588642120361,1.0091034173965454,7.12057638168335,1.0269454717636108,0.006291520781815052,0.06927307695150375,0.002324738074094057,0.08706310391426086,-0.006456103641539812,0.07621151208877563,9.731675148010254,0.24065905809402466,0.16660504043102264,0.14233727753162384
4,STANDING,246,-8.244280815124512,2.2410433292388916,3.285728931427002,1.2916871309280396,2.4560437202453613,1.1379021406173706,0.00540063064545393,0.14076383411884308,0.0012306207790970802,0.12822122871875763,-0.0037513249553740025,0.1795957386493683,9.801994323730469,0.5044302344322205,0.421949177980423,0.3478125035762787
5,LYING,235,0.08549685031175613,2.4973812103271484,7.06026029586792,1.1511210203170776,5.8174943923950195,1.2512917518615723,-0.0008253244450315833,0.08768250793218613,0.0036255160812288523,0.08217696100473404,-0.005841799080371857,0.029967274516820908,9.677367210388184,0.18849273025989532,0.10903612524271011,0.07547193765640259
5,SITTING,267,0.7946799397468567,3.7739322185516357,4.202647686004639,5.603076457977295,4.1426591873168945,3.1118221282958984,0.0030008130706846714,0.2197941541671753,0.0030928512569516897,0.1301615685224533,-0.006898805964738131,0.19762952625751495,9.74213695526123,0.419332355260849,0.38146457076072693,0.3078097701072693
5,STANDING,220,-6.627795219421387,4.228153705596924,3.9755499362945557,2.254265785217285,2.862334728240967,1.5763028860092163,0.004123936407268047,0.2818896174430847,-0.001166258123703301,0.1582176834344864,-0.0082432571798563,0.20715853571891785,9.851580619812012,0.5925184488296509,0.9435365796089172,0.5613095164299011
6,LYING,232,4.07213830947876,3.360596179962158,-0.05695875734090805,1.0029997825622559,7.746219635009766,1.7496696710586548,-0.018682103604078293,0.14443433284759521,0.006910406984388828,0.08131749927997589,0.0026986757293343544,0.11212841421365738,9.675176620483398,0.3139820992946625,0.17850469052791595,0.1297914832830429
6,SITTING,229,-1.012608528137207,2.1189019680023193,7.242912292480469,2.582331895828247,4.973339557647705,1.8916075229644775,-0.002131375018507242,0.09244047850370407,-0.0016195022035390139,0.10401063412427902,0.0026603802107274532,0.114622563123703,9.733871459960938,0.33935976028442383,0.22021356225013733,0.17747372388839722
6,STANDING,242,-5.442916393280029,3.996535539627075,3.586261034011841,1.440920352935791,5.195310115814209,2.1707351207733154,0.000592831231188029,0.12454899400472641,0.004793343599885702,0.10148968547582626,-0.0012019091518595815,0.13416890799999237,9.717418670654297,0.49678632616996765,0.3541906774044037,0.2946414649486542
7,LYING,255,-0.10022130608558655,2.138388156890869,4.3850226402282715,0.5544613599777222,8.245110511779785,1.6323775053024292,0.00019328267080709338,0.06329090893268585,9.50158791965805e-05,0.07158811390399933,-0.007551716174930334,0.036748215556144714,9.766170501708984,0.15964408218860626,0.07678886502981186,0.046064697206020355
7,SITTING,121,-2.4841907024383545,2.0372695922851562,6.045281410217285,1.2007118463516235,6.6278533935546875,1.6752821207046509,-0.0008727676467970014,0.059265922755002975,-0.006396125070750713,0.061279892921447754,-0.0009669156861491501,0.05473003163933754,9.775547981262207,0.1738596260547638,0.10187660902738571,0.057039111852645874
7,STANDING,256,-8.958894729614258,0.9780076146125793,3.110961437225342,0.9031110405921936,1.4694362878799438,0.7711212635040283,0.00048783235251903534,0.09432938694953918,0.0035524279810488224,0.05463104695081711,-0.004019305109977722,0.14270639419555664,9.786012649536133,0.2507743239402771,0.21597832441329956,0.19013045728206635
8,LYING,240,5.557944297790527,3.3830525875091553,-2.249368906021118,0.8096849918365479,6.557204246520996,1.313144326210022,-0.009747500531375408,0.07297961413860321,-0.004645061679184437,0.05294639244675636,-0.004853891208767891,0.14883893728256226,9.683573722839355,0.1696133315563202,0.09986718744039536,0.06471993774175644
8,SITTING,228,-2.2497167587280273,1.2483487129211426,-7.817678928375244,1.9196025133132935,3.4881162643432617,3.032932758331299,-0.010037430562078953,0.11096084862947464,-0.000957675336394459,0.07866387814283371,-0.011853834614157677,0.054130446165800095,9.739591598510742,0.32486364245414734,0.20645129680633545,0.22497521340847015
8,STANDING,250,-8.038020133972168,3.152404546737671,-1.9665557146072388,2.481947183609009,2.628650426864624,1.0459755659103394,-0.012247459962964058,0.16349399089813232,0.005853988695889711,0.1282845437526703,-0.012700477614998817,0.2036941647529602,9.752930641174316,0.36253607273101807,0.2785806357860565,0.25138363242149353
